apple,apricot,avocado,banana,bilberry,blackberry,blackcurrant,blueberry,boysenberry,currant,cherry,cherimoya,cloudberry,coconut,cranberry,cucumber,damson,dragonfruit,durian,elderberry,feijoa,fig,gooseberry,grape,raisin,grapefruit,guava,honeyberry,huckleberry,jabuticaba,jackfruit,jambul,jujube,kiwano,kiwifruit,kumquat,lemon,lime,loquat,longan,lychee,mango,mangosteen,marionberry,melon,cantaloupe,honeydew,watermelon,mulberry,nectarine,nance,olive,orange,clementine,mandarine,tangerine,papaya,peach
0.099348,0.1184,0.73448,0.1588,-0.18873,0.22935,-0.37578,-0.43492,-0.18387,-0.33053,0.33772,0.25509,0.19412,0.18527,-0.079581,0.085468,-0.042969,-0.14811,0.24609,-0.37005,-0.67821,-0.13637,-0.44008,-0.066443,-0.61813,0.19906,-0.14583,-0.21235,-0.49379,-0.11078,0.44537,0.36263,-0.0058231,-0.25013,0.22289,0.5377,0.10584,0.11935,-0.28332,-0.49981,-0.29416,0.35619,0.29458,-0.23276,-0.36078,0.31405,-0.055751,0.18796,-0.064584,0.0044789,0.029211,0.35164,0.47487,0.074041,0.29969,0.13505,0.030967,0.29178
-0.63857,-0.55691,-0.64179,-0.29571,-0.57125,-0.41376,-0.68643,-0.25503,-0.53387,-0.66191,-0.76111,-0.38324,-0.0084856,0.037808,-0.70549,-0.36205,-0.86523,-0.58079,-0.53027,-0.44106,0.25712,-0.010916,0.058066,-0.80317,0.014595,-0.90874,-0.91859,0.13781,-0.5727,-0.073807,-0.65165,0.065197,-0.047047,-0.22095,-0.50632,-0.56358,-0.56335,-0.64637,-0.58577,-0.33625,-0.65013,-0.52793,-1.0417,-0.34115,-0.70892,-0.38663,-0.23381,-0.81529,-0.47903,-0.77998,-0.46459,-0.47451,-0.69985,-0.44143,-0.18371,-0.50324,-0.67738,-0.59739
-0.73141,-0.18182,-0.14388,0.14942,-0.56885,-0.17668,-0.2127,0.11307,-0.14906,-0.18266,-0.22496,0.40934,0.040403,-0.085803,-0.044469,-0.17389,-0.21815,0.042515,-0.028697,-0.00084415,0.023926,-0.48526,-0.17914,0.24018,0.20099,0.013735,0.094304,0.06833,0.017846,0.085414,-0.38972,-0.31406,0.13581,0.011645,0.25702,-0.18662,0.29813,0.29839,-0.07459,-0.38388,-0.20457,-0.10346,0.60305,-0.21754,-0.17793,0.58318,0.38997,0.50053,-0.29105,0.15799,-0.040297,-0.097984,0.35821,0.40077,0.38945,0.13092,0.22074,0.082854
-0.029212,-0.28358,0.15596,0.10277,-0.33439,-0.28319,-0.3553,-0.66069,-0.27555,-0.38827,-0.34508,0.35408,-0.33728,0.35343,0.002084,0.10603,-0.11966,0.12218,-0.13763,-0.35689,-0.10059,0.11161,0.25159,0.38679,0.28527,0.036087,0.47289,0.19407,-0.21561,-0.14056,0.2986,0.11524,-0.0080652,0.087203,-0.046891,0.0091973,-0.099942,-0.37392,-0.45945,-0.1111,-0.33255,0.3582,-0.39714,-0.34384,-0.30275,0.2032,-0.16576,0.39831,0.28661,-0.29194,-0.30943,0.37019,-0.21179,0.023995,-0.22869,-0.65389,0.25053,-0.44526
0.099771,-0.46684,0.44641,-0.23824,-0.015327,-0.12994,0.21584,-0.36897,-0.0035659,-0.10452,0.16481,0.06749,0.10211,0.49044,-0.14098,0.079173,-0.22044,0.32193,0.41245,-0.005182,-0.15594,-0.072212,0.39399,0.46519,-0.50975,0.37182,0.14968,-0.34104,-0.89737,0.0010597,0.31235,0.21883,0.017039,0.044094,0.16682,-0.060161,0.064681,0.41648,0.13469,-0.2359,-0.15287,0.22245,0.4227,-0.20686,0.29886,0.1758,0.057471,0.19259,0.23302,-0.38973,0.18443,-0.28103,0.075875,0.15529,0.75581,-0.25931,0.36759,-0.0047176
0.12818,-0.21619,-0.23583,0.22285,-0.46822,-0.14397,-0.48952,-0.44329,-0.38164,-0.77358,0.12549,0.069161,-0.16213,0.14932,-0.25061,-0.33355,-0.10516,-0.49847,0.054623,-0.10611,-0.097947,-0.2883,-0.33476,-0.44171,-0.092303,-0.42732,-0.13182,-0.14568,-0.35238,0.069986,-0.31981,0.0020724,-1.0118,0.28708,-0.88568,-0.6749,-0.15974,-0.46308,-0.17188,-0.34483,-0.421,0.061006,-0.46191,-0.38041,-0.045945,-0.28837,-0.24765,-0.32536,-0.59965,-0.46975,0.0408,-0.76331,-0.592,-0.59136,0.25551,-0.48275,-0.25364,-0.12111
0.51855,0.46415,0.017687,0.17141,0.40598,0.12542,0.15973,0.15713,-0.28026,0.10792,0.6884,0.1101,0.41912,0.3534,0.33194,0.20208,0.08543,-0.26316,-0.33368,0.1191,-0.25871,-0.016994,0.045672,0.57131,0.35463,0.71158,0.55847,0.5581,0.50071,-0.18429,-0.37864,-0.21251,0.12907,-0.35752,-0.091036,-0.045582,0.88737,0.67001,-0.0021379,-0.31596,-0.26749,0.26717,-0.11282,-0.1967,0.24428,-0.27768,0.20827,0.16714,0.19802,0.005847,0.22364,0.29266,0.60601,0.18921,-0.16479,0.40482,0.37504,0.54878
-0.06502,-0.2977,-0.5044,-0.39112,-0.35269,-0.46857,-0.24213,-0.37298,0.017778,0.30097,0.12701,-0.3154,-0.082243,-0.57353,-0.36768,-0.048969,-0.022198,0.10067,-0.15757,-0.50798,-0.062376,-0.30315,-0.04833,-0.10747,-0.41375,-0.47805,-0.33819,0.35832,-0.24002,0.16262,-0.58061,-0.22872,-0.13319,-0.034438,-0.19724,-1.0362,-0.061956,-0.15248,-0.10007,0.27962,0.10059,-0.80601,-0.1269,-0.34926,0.28212,-0.45474,-0.24315,0.07318,-0.2918,-0.29622,0.50985,-0.040782,-0.099698,-0.65716,-0.55545,-0.1125,-0.15169,-0.2356
-0.22671,0.37794,-0.24581,0.23648,-0.52686,-0.55103,-0.35229,0.51946,0.24703,0.23552,0.1418,0.16037,0.47526,0.065442,-0.2853,-0.085169,0.70058,0.79956,0.10098,0.32498,-0.20933,0.42134,-0.69342,-0.10607,0.076492,-0.37619,-0.16323,0.40093,0.44589,-0.074624,0.18647,0.33658,-0.047468,-0.21704,-0.84163,-0.1496,-0.18196,-0.31451,-0.00028936,-0.42919,0.009809,-0.20727,0.16474,0.23167,-0.16224,-0.45115,-0.45767,-0.53262,0.21556,0.62634,0.030222,-0.17481,-0.057122,0.22032,0.071462,0.31181,-0.16313,0.60394
0.099315,-0.011476,0.36219,-0.38435,0.27149,-0.37878,-0.1006,-0.29037,-0.24906,-0.65442,-0.096313,0.13605,0.51808,0.15944,0.30354,0.40187,0.18673,0.090911,-0.11776,0.22346,0.097822,-0.14188,-0.21475,-0.0038298,-0.028794,0.41302,0.028275,0.21463,-0.93281,0.22408,0.38687,0.046588,-0.27765,0.46642,0.10268,0.39767,0.066168,0.20188,0.12617,-0.018345,0.24784,0.25388,0.27995,0.14202,0.5733,0.53156,0.33916,0.60492,-0.58092,0.13306,0.17363,-0.16422,0.058589,-0.11512,0.40873,0.23568,0.24489,0.022507
0.31776,-0.027861,-0.089063,0.09359,0.31936,0.85443,0.35197,0.04657,0.42326,0.095522,0.084692,0.40661,0.19593,0.29857,0.52962,-0.27681,-0.35993,-0.13316,0.37604,0.18155,-0.07091,0.15272,0.14366,0.42185,0.28258,0.28041,0.2582,0.45788,0.18117,0.13689,0.26188,0.26793,-0.034473,-0.13262,-0.078207,0.44521,0.21125,0.17901,0.12909,0.46024,0.40428,0.27618,0.74358,-0.00087861,0.0043582,-0.50274,-0.28543,-0.65619,0.043912,-0.24123,-0.28436,0.37249,-0.0086697,0.17401,-0.05385,0.012411,-0.34174,0.18738
0.44488,0.38081,0.42689,0.73779,0.12869,0.39921,0.4568,0.42204,0.27511,0.14184,-0.17881,0.35402,-0.12023,0.16367,0.31825,0.57908,0.058169,0.5126,0.23471,0.21192,0.32342,0.63465,0.3327,0.36433,0.89397,0.38136,0.34265,-0.025264,0.34605,0.16184,0.020014,0.17451,-0.16487,-0.2416,0.75489,0.43562,0.40083,-0.10185,0.0038766,-0.56624,0.097342,0.13909,0.36076,0.56233,0.24792,0.21718,0.28555,-0.013689,-0.1344,0.44493,-0.30176,0.51809,0.23002,0.065555,0.24568,0.093404,0.03121,-0.017019
0.49536,-0.42153,-0.51867,-0.57382,-0.58664,0.66895,-0.2378,-0.35623,-0.011005,-0.53674,-0.3467,0.22715,0.22723,-0.49233,-0.3753,-0.090031,0.20574,0.10667,-0.019303,-0.019473,0.28671,-0.44871,-0.11544,-0.28509,-0.35429,-0.60935,0.13643,0.34359,0.25225,-0.17178,-0.20053,-0.14316,-0.45663,-0.05217,-0.11463,-0.080166,-0.61941,-0.25857,-0.15783,0.14277,-0.28111,-0.32439,-0.61637,0.39288,-0.013454,0.30504,0.24877,0.085233,-0.39044,-0.10568,0.090696,-0.68822,0.046281,-0.018977,0.23044,-0.059276,-0.027602,-0.38699
0.54805,-0.50195,-0.24133,-0.087224,0.32441,0.33043,-0.21376,-0.096223,-0.3808,-0.54496,-0.2338,0.23668,0.21565,-0.7052,0.31294,-0.23879,-0.22406,0.13012,-1.1582,-0.097544,-0.64266,0.27545,-0.19142,-0.35449,-0.50094,-0.093567,-0.28071,-0.34143,-0.4873,-0.11684,-0.75492,-0.42014,0.16953,-0.21128,-0.34827,-0.29005,-0.11043,0.049484,-0.26088,-0.29712,-0.14854,-0.1005,0.18877,0.1059,-0.41134,-0.1202,-0.46737,-0.36957,0.27676,-0.20458,0.090532,0.59703,0.19943,0.10518,-0.056916,-0.26494,-0.18935,-0.16429
-0.35974,0.051707,-0.071773,0.083646,0.31325,-0.11671,0.24125,0.28932,0.11334,0.52759,0.5595,0.08574,-0.30433,0.2841,0.01364,-0.12997,0.23239,0.098988,-0.31618,0.51866,0.21199,0.14606,0.98461,0.14665,0.65138,0.42228,0.35085,-0.058784,0.7059,-0.015828,-0.33015,0.19561,-0.055149,0.34805,-0.2392,-0.11424,-0.0018943,-0.28537,0.70883,-0.091108,0.17768,0.2323,0.12932,-0.16631,0.1367,0.61543,0.35473,0.16213,0.39585,0.31695,0.29299,-0.0085256,-0.033569,0.67887,-0.11061,0.12344,0.68484,0.19862
0.098644,0.30354,0.12254,-0.41813,0.12164,0.54535,-0.024258,0.16384,0.42683,0.4139,0.35066,-0.26557,-0.040214,0.26922,0.15356,0.39553,0.23168,0.085913,-0.11369,0.35606,0.10937,0.29274,0.1653,-0.057559,0.25947,0.62034,0.15893,0.21175,0.011333,0.17442,0.13401,-0.83619,0.22601,0.27368,-0.19455,0.33495,0.44401,0.31514,0.41565,0.3411,0.28715,0.37767,0.067249,0.016828,0.31303,-0.21621,0.0033456,-0.053993,0.51405,0.27278,0.0026193,-0.097607,-0.046041,0.50442,0.96752,0.30122,-0.037408,-0.24697
0.28694,0.1365,-0.090352,0.31424,-0.44051,0.34358,0.39427,0.2335,0.21303,0.19316,0.41285,0.1741,-0.5402,0.09224,-0.15017,0.080115,0.046122,0.54515,0.01989,0.048351,0.37077,0.15862,0.41343,0.47511,0.11312,-0.29356,0.36511,0.59087,0.23578,0.28007,0.24546,-0.039614,-0.23895,0.23553,0.17562,0.109,0.31094,0.73035,0.4191,0.26602,0.52204,0.34635,-0.36495,-0.062224,0.3586,-0.10433,0.099844,0.34133,0.19199,-0.14469,0.098005,0.52368,0.23152,-0.012446,-0.34863,0.31801,0.13282,0.39418
-0.70194,-0.71622,-0.063076,-0.38129,-0.76138,-0.5685,-0.59839,-0.41322,-1.1432,-0.46448,-0.32678,-0.26492,-0.45588,-0.27796,-0.73678,0.052944,-0.17818,-0.49993,-0.27339,-0.83622,0.012009,-0.29009,-0.29581,-0.33969,-0.27848,-0.13661,-0.33479,0.077621,0.4172,-0.18183,-0.31942,-0.1039,-0.29094,-0.26345,-0.20363,-0.41967,0.037711,-0.24961,-0.58708,-0.37292,-0.69321,-0.37216,-0.32793,-0.58133,-0.83945,-0.45839,-0.18161,-0.45631,-0.30361,-0.51935,0.52997,0.045657,0.14324,-0.54892,-0.37828,0.27399,-0.67803,-0.24084
0.22553,-0.29997,-0.33778,-0.075603,0.0084618,-0.30507,-0.2829,0.084501,-0.26467,-0.54952,-0.27959,-0.49864,0.59468,0.13165,0.093987,0.32471,-0.15372,-0.27847,-0.39483,0.1955,-0.21319,-0.5293,-0.063234,-0.10863,-0.1444,0.054991,-0.48985,-0.054901,-0.40112,0.050637,-0.045177,-0.46779,-0.6238,-0.58601,-0.44948,-0.37195,0.32415,0.081884,-0.15448,-0.74288,-0.22799,-0.52521,0.35024,-0.16708,-0.38366,-0.34521,-0.31276,-0.025258,-0.58174,-0.36452,-0.40777,-0.29056,-0.49535,0.11769,-0.57224,-0.20873,-0.37827,-0.63126
0.14709,0.2032,0.65014,0.1821,-0.36676,-0.10555,-0.25606,-0.17543,-0.023989,0.29034,-0.25854,-0.18013,-0.20093,0.17904,-0.2534,0.12879,-0.53444,0.15667,-0.9,-0.69187,-0.58312,-0.0067077,-0.08291,-0.42031,0.91168,0.3475,-0.19062,-0.049805,-0.35647,-0.10944,-0.26204,0.19114,-0.48722,0.24128,0.047786,-0.42129,0.23656,-0.059628,-0.24056,-0.18966,-0.28918,-0.14208,-0.28373,0.30214,-0.20184,0.15715,-0.42551,0.10354,0.14525,-0.010278,0.28361,0.37455,-0.061104,0.087432,-0.40122,-0.24874,0.060882,-0.1045
-0.58549,-0.56189,-0.47295,-0.39648,-1.0312,-0.39494,-0.16187,-0.81581,-0.47395,-0.37345,-0.078205,0.00032861,-0.39136,-0.18724,-0.39748,-0.25799,-0.40169,-0.2201,-0.37098,-0.58533,-0.83689,-0.84227,-0.64115,-0.68309,0.081664,-0.73405,-0.70461,-0.24476,-0.69561,-0.081687,-0.17323,-0.61811,0.59573,-0.33338,-0.82881,-0.58532,-0.90224,-0.83625,-0.73752,-0.10269,-0.13651,-0.15432,-0.5325,-0.54641,-0.10719,-0.56592,-0.023726,-0.57832,-0.069328,-0.61156,0.33439,-0.28967,-0.50712,-0.46255,-0.19028,-0.45451,-0.2186,-0.49771
0.75458,0.5099,-0.37247,0.13025,0.24508,0.2654,0.79378,0.37503,0.32101,0.69294,0.7962,0.18546,0.11993,-0.24637,0.25236,-0.013024,-0.042167,0.01376,0.41026,0.85192,0.49688,0.44003,0.70971,0.59411,0.54439,0.7588,0.21989,0.005965,0.38605,0.011379,0.69739,0.25198,0.3809,0.047912,0.50155,-0.11042,-0.067067,0.1607,0.49539,0.61374,0.65512,-0.17115,0.48739,0.057953,0.39173,0.62708,0.22509,0.42634,0.20045,0.19162,0.038675,-0.1899,0.26101,0.060658,-0.11321,0.29634,-0.028432,0.29685
-0.25546,-0.46712,-0.89786,-0.39351,-0.48425,-0.22826,-0.014914,-0.38053,0.19745,-0.65267,-0.38466,-0.53338,-0.73688,-0.67268,-0.77823,-0.9742,-0.34728,-0.49501,-0.43209,-0.68949,-0.29074,-0.61339,-0.053017,-0.78524,-0.18097,-0.10019,-0.89755,0.21459,-0.13354,-0.11832,-0.08073,0.14947,-0.028337,-0.338,-0.46491,0.034378,-0.28344,-0.22457,-0.36063,0.21936,-0.27852,-0.54615,0.21008,-0.1709,-0.4757,-0.68665,-0.37751,-0.79556,-0.67875,-0.71499,0.0046406,-0.42153,-0.22107,0.2585,-0.19539,-0.045838,-0.70346,-0.56846
-0.19364,-0.1197,-0.5991,-0.3986,-0.12193,-0.51276,-0.29095,-0.51337,-0.27227,-0.65637,-0.2201,-0.7149,0.059394,0.14775,-0.45365,-0.32952,-0.068959,-0.55816,-0.14078,0.29119,0.27534,-0.19858,-0.49155,-0.55625,-0.51745,-0.39355,-0.25215,-0.056021,-0.18937,-0.057525,0.02363,0.31579,0.41249,-0.23503,-0.19172,0.18524,-0.22188,-0.048698,0.35468,0.30249,0.033783,-0.50606,-0.035198,-0.39222,-0.38446,-0.45575,-0.23584,-0.18565,0.23387,-0.46067,0.035974,-0.64336,-0.098736,0.037027,0.25666,-0.0096974,0.079778,-0.27696
0.079866,-0.16856,0.050738,0.3809,1.1124,0.53384,0.35423,0.58859,0.38518,0.64022,0.26038,0.49707,0.6013,0.13005,0.14362,-0.19375,0.65379,0.7208,0.53188,0.20201,0.17956,0.32426,0.97425,0.65407,-0.4129,0.85207,0.2026,0.70612,0.54705,0.33873,0.30643,0.35721,0.24282,0.40402,0.69921,-0.083692,-0.01004,0.31962,0.51763,0.077601,0.4162,0.40326,0.83074,0.53627,0.68849,0.4504,0.57032,0.50616,-0.030592,0.40364,0.049949,-0.24966,0.039245,0.20453,-0.084104,0.42549,0.41004,0.38685
0.52855,0.69379,-0.11461,-0.22751,-0.22179,0.29864,0.41498,-0.033421,0.53565,0.29646,0.41629,0.081128,0.19629,-0.015628,0.30071,-0.30405,0.6463,-0.18364,-0.088518,0.15086,-0.24605,-0.096976,0.64961,-0.12193,0.11108,-0.041535,-0.048014,-0.15791,0.050906,0.11951,-0.54651,0.15502,0.13867,-0.048577,-0.12978,-0.056212,0.008352,-0.23419,-0.093023,-0.54749,0.015401,-0.013801,-0.4266,-0.068735,-0.011037,-0.45664,-0.58797,-0.19997,0.10868,0.24777,0.14796,0.26167,0.11778,0.13514,0.34537,0.17758,-0.41319,0.47899
0.082477,-0.81756,-0.49766,-0.52356,0.1159,-0.10352,-0.34328,-0.57106,0.090227,-0.45287,0.010736,-0.17565,-0.25328,-0.2749,-0.70513,-0.17137,-0.24158,-0.048786,-0.27344,-0.031381,-0.72398,-0.58875,-0.37382,-0.0019692,-0.61556,-0.66934,-0.75764,-0.16415,-0.20956,-0.20162,-0.64284,-0.31093,0.10054,-0.14553,-0.27232,-0.50066,-0.25172,-0.47228,0.053922,0.50253,-0.67982,-0.61331,-0.30872,-0.14162,-0.60358,-0.36659,-0.36469,-0.15561,-0.49247,-0.78702,-0.17632,0.61421,-0.33254,-0.68519,-0.55481,-0.82852,-0.79818,-0.71198
0.50363,0.54583,-0.11854,0.35224,0.36865,0.87316,0.20093,0.27718,-0.094831,0.15609,0.22815,0.62344,0.10658,0.36438,0.42637,-0.21135,0.42359,0.31678,0.34966,0.28832,0.83278,-0.071426,0.4433,-0.11423,0.041073,0.069804,0.47631,-0.36278,0.055897,0.52861,0.36388,0.52005,0.25497,0.20037,0.39253,0.32473,0.20346,0.33623,0.17295,0.054911,0.35808,0.26249,-0.1223,0.21294,0.3588,0.22863,0.29682,0.33185,-0.15282,0.34499,-0.50408,-0.3712,0.62824,0.26924,0.34604,0.25177,0.39544,0.67551
0.49769,-0.31753,-0.57371,0.0033741,-0.63576,0.69924,-0.045317,-0.02974,-0.0076587,0.097086,-0.11735,0.45538,0.57247,-0.38975,-0.57075,-0.55494,0.18455,-0.055507,-0.39382,-0.44827,0.0035557,0.14425,-0.25164,-0.62998,-0.028712,-1.1157,-0.25246,0.15627,-0.18679,-0.39405,-0.31139,-0.20421,-0.40528,-0.58667,-0.24129,-0.54716,-0.26712,-0.6597,-0.12043,-0.62551,-0.47946,-0.53755,-0.10486,0.2689,-0.56561,-0.29585,-0.48975,-0.81569,0.0017862,-0.28449,-0.1653,-0.34205,-0.57758,-0.25345,0.10998,-0.8498,-0.77751,-0.35688
0.42052,0.22064,-0.2804,0.28839,-0.04492,0.60534,-0.16984,0.015721,0.057425,-0.033238,0.043772,0.17307,-0.0081053,0.57362,-0.44586,-0.53192,-0.23038,0.00053175,0.41904,-0.024561,-0.14195,-0.032469,-0.18233,-0.1866,-0.11878,-0.76126,0.071114,-0.011108,-0.16933,0.075822,0.27703,-0.31271,0.65114,0.19146,-0.13431,-0.0023952,-0.2084,-0.14735,-0.14423,0.19238,0.027202,-0.29568,0.42487,-0.057356,-0.47032,-0.42711,-0.32002,-0.35245,0.55204,-0.33733,-0.73236,-0.18406,-8.74E-05,-0.14643,0.15168,0.029075,0.071545,-0.14369
0.46875,-0.42969,-0.44796,-0.49765,-0.37967,0.38748,0.019369,-0.074756,-0.47811,-0.082107,0.17887,0.016708,0.0042688,-0.40117,-0.15121,-0.58308,0.38063,0.017675,-0.015499,0.094971,-0.15229,0.34262,0.038474,0.51251,-0.11337,-0.27736,-0.34461,0.075953,0.34098,0.17298,-0.5748,-0.23666,0.37336,-0.17232,-0.28721,-0.23018,-0.18391,-0.18011,-0.4237,-0.023474,-0.10257,-0.091884,-0.099325,0.28644,-0.3619,-0.25913,-0.62165,-0.21385,-0.43536,-0.40979,-0.29594,0.36798,-0.14865,-0.16463,-0.47073,-0.43496,-0.26827,0.0086857
-0.50254,0.25571,0.22029,-0.27599,0.20445,-0.40438,0.50369,-0.094969,0.0023291,0.17521,-0.086946,-0.57606,0.20756,-0.27362,-0.39631,0.60744,-0.17278,0.38448,-0.32278,0.35555,-0.18353,-0.019695,-0.61539,-0.12073,-0.14651,-0.1276,-0.015527,0.45311,0.066968,-0.37455,-0.58009,-0.50889,-0.11795,-0.24181,0.076614,-0.022453,-0.14249,-0.53411,0.55148,-0.12516,-0.17166,-0.14979,-0.0031208,0.17637,-0.027498,0.26271,0.55995,0.028329,-0.34172,0.047092,0.16074,-0.38498,-0.41565,-0.012874,-0.16228,-0.15434,0.046017,0.12563
0.40972,-0.23189,0.27374,0.12729,-0.56177,-0.02403,-0.43882,-0.30163,-0.28773,-0.15635,-0.098301,0.19933,0.10362,0.13622,-0.14469,0.49895,-0.17377,0.092351,-0.0041305,-0.19635,0.64055,-0.40502,-0.42029,-0.34987,-0.11391,-0.053372,-0.20034,0.12326,-0.54679,-0.087586,0.016028,0.26601,0.00063881,0.159,0.22943,-0.11879,0.16847,0.23192,-0.11375,0.093153,-0.24745,-0.065046,-0.22492,-0.3559,0.024142,0.13569,0.19907,0.35718,-0.35953,-0.34038,0.068518,-0.20513,0.033461,-0.2011,-0.39491,-0.50691,0.090635,-0.033539
-0.20347,-0.15768,-0.024382,-0.45636,0.013123,-0.25875,0.13282,0.12201,-0.13499,-0.1465,0.14404,0.2295,0.73727,-0.53271,0.49473,-0.226,-0.42054,-0.032269,0.11562,0.16688,0.16579,-0.060728,-0.041323,-0.30888,-0.060298,0.27519,-0.31434,-0.27383,-0.37613,0.10676,-0.049661,0.48429,-0.45298,-0.53961,-0.23396,-0.12176,0.49546,-0.29453,-0.3318,-0.54144,-0.43839,0.22565,-0.26057,0.14988,-0.55274,-0.26617,-0.36771,-0.3303,-0.060251,0.10523,0.24408,0.40972,-0.24503,-0.29222,-0.43982,-0.81945,-0.37858,-0.089563
0.1483,-0.063932,-0.018075,-0.26938,-0.32277,-0.14739,0.33374,-0.26619,0.18043,0.089173,-0.15626,0.34546,-0.053043,-0.23359,0.16438,-0.0031067,0.1851,-0.33069,0.21048,0.08899,-0.10283,-0.14811,0.24422,-0.037515,0.2615,0.085152,0.23051,-0.033104,0.2586,-0.1563,0.01511,-0.082401,0.12518,0.17023,-0.18804,0.25376,-0.42044,0.027767,-0.23871,-0.22779,0.04484,-0.1792,0.2147,-0.064796,0.13792,0.37799,0.37986,0.32067,-0.35489,-0.079812,0.092343,-0.35544,-0.034346,0.20239,-0.17509,0.37199,0.4897,-0.31334
0.74639,0.35023,0.55723,0.2713,0.016927,0.45515,0.09689,0.26271,0.577,0.28089,-0.19293,0.88794,-0.021101,0.43343,0.41561,0.34649,0.0033562,0.22707,0.23802,0.0074985,-0.022621,0.012675,0.2022,0.25433,0.11764,0.23235,0.0039093,0.11162,0.10234,-0.071354,-0.080203,-0.01578,0.31797,0.50266,0.36535,0.97551,-0.26311,-0.37644,0.48061,0.27575,0.55827,0.30058,-0.0055971,0.26777,0.46444,0.22963,0.63615,0.23907,0.61157,0.41118,-0.25687,0.096957,0.08814,0.76586,0.32967,0.50084,0.039059,0.50484
-0.52867,-0.24784,0.48243,-0.31201,-0.66702,-0.20391,-0.50083,-0.1069,0.030629,-0.16546,0.22525,-0.28499,0.14611,-0.44515,-0.60346,0.3437,-0.3568,0.15939,-0.48637,-0.99162,0.12062,-0.055435,-0.49421,-0.10761,-0.69388,-0.096611,-0.10487,0.076954,0.45314,-0.064232,-0.30348,-0.62257,-0.06577,-0.3774,0.14453,-0.65224,-0.32882,-0.31373,0.12263,-0.7307,-0.13288,-0.20799,-0.38381,-0.78008,-0.14959,-0.05493,-0.4105,0.27612,-0.15735,-0.20424,-0.1978,-0.23727,-0.54843,-0.25089,-0.37283,0.041826,-0.26804,-0.28334
-0.031065,-0.021093,0.21122,-0.39003,-0.22847,-0.10245,-0.18321,-0.21571,0.13788,-0.12653,0.28962,-0.053093,0.35679,-0.16669,0.16449,0.0912,-0.16123,-0.62781,0.13755,-0.03742,-0.41036,-0.26288,-0.52496,-0.099424,-0.57244,-0.48494,-0.30101,0.013896,-0.64602,0.14669,0.23132,-0.38724,0.28451,-0.0089407,-0.41759,-0.014298,-0.0039735,0.32672,0.034297,0.21539,0.07568,0.17361,0.03054,0.30415,-0.48307,-0.54616,-0.94463,-0.24021,0.25555,-0.67952,-0.40157,0.49846,-0.13252,-0.013057,-0.25627,-0.096599,-0.033257,-0.23736
0.301,-0.11699,-0.29122,-0.11882,0.13482,-0.33304,0.85839,0.049144,0.063919,0.36203,0.402,-0.23688,-0.41893,-0.25333,0.26587,-0.06487,-0.46243,0.25393,-0.56436,0.26187,0.058219,-0.080783,0.17732,0.20771,0.37115,0.20657,-0.1972,0.013155,-0.23309,-0.23324,-0.46884,-0.50475,-0.061146,-0.50023,-0.030496,-0.72117,-0.10214,-0.22472,-0.42551,-0.54523,-0.40938,-0.0012218,0.20209,-0.60972,-0.16972,-0.12698,-0.51774,0.11055,0.14576,0.053153,-0.14739,-0.23775,0.14954,0.41847,0.55217,-0.048735,0.074668,-0.16387
-0.74712,0.61203,0.51185,0.4987,0.12207,-0.10562,0.53014,0.19187,-0.075804,0.45262,0.74867,-0.19992,0.14954,0.78719,0.48557,0.4721,0.07344,0.26282,0.017372,0.17083,-0.023031,-0.083703,0.060057,0.50198,0.085119,0.1334,0.16365,0.48073,0.12341,0.11152,-0.01234,-0.065557,0.27296,0.0771,-0.15906,0.17254,0.28257,0.89434,0.1694,0.47116,0.12904,0.39771,-0.46854,0.36714,0.47549,-0.16164,-0.0009686,0.057637,0.3939,-0.1789,-0.65267,0.96305,0.40384,-0.12904,0.23774,0.37295,0.38895,0.31823
0.73964,0.25413,-0.092175,0.26484,0.38185,0.52317,0.3867,0.34754,0.47366,0.51602,0.18172,0.22459,0.17886,0.095993,0.41843,0.53394,-0.44553,-0.13013,-0.079775,0.9252,-0.0017831,0.46728,0.065485,0.56016,0.69019,0.89079,0.38022,0.40238,0.40484,0.053061,0.0055516,0.36721,0.27643,0.09074,0.34764,0.44354,0.22696,-0.14319,0.56622,-0.066272,0.67376,0.16936,0.52194,0.19086,0.40235,0.078169,-0.44101,0.12887,-0.28617,0.67972,-0.20217,0.0076123,-0.24878,0.42002,0.46479,0.28039,0.02428,0.34898
0.13454,0.21639,0.38823,0.46854,0.66746,-0.85032,-0.23307,0.7941,0.35634,-0.10829,0.5295,0.34084,0.34988,0.37807,0.31599,0.12071,-0.033871,0.029408,0.32996,-0.29984,-0.4779,0.016343,-0.2745,0.80685,0.42899,0.48165,0.13255,-0.16485,-0.092762,0.17069,0.17922,0.22107,0.39194,0.098813,-0.062986,0.063333,0.35063,0.33683,0.14329,0.40456,0.20766,0.35709,0.5777,-0.30002,0.46234,0.19844,0.098443,0.22011,0.26838,0.25528,0.54441,0.36364,0.39456,0.14166,0.081859,0.43334,0.44244,0.44457
